Headline,Body ID
Notes on a Scandal was nominated for four Academy Awards.,883
Trevor Berbick was a Jamaican Canadian professional boxer.,884
Robert Downey Jr. has portrayed a character.,885
Islam is a system of faith.,886
Red is inspired by a comic book series by Warren Ellis and Cully Hamner.,887
Sarah Michelle Gellar played the part of Kathryn Merteuil.,888
"Benin's seat of government is in Cotonou, in the country's south.",889
"Michael C. Hall had a role in the television series Dexter, as the titular character.",890
Abraham Lincoln condemned the expansion of slavery.,891
The Joker was designed by Bob Kane and Jerry Robinson.,892
Heartland debuted in October 2007.,893
Glee is an American TV show.,894
The Smurfs began filming in March 2010.,895
Usain Bolt participated in the Olympics in 2008.,896
Martina Navratilova was born in 1956.,897
Jamie Foxx is an American.,898
The Mummy is an American action-adventure horror film directed by Alex Kurtzman.,899
Warren Buffett is a business magnate.,900
The Messenger was nominated for a Golden Globe.,901
Justin Timberlake is from the United States and is someone who produces music.,902
Dogs have been selectively bred for physical attributes.,903
River Pheonix is involved in films.,904
Collision Course was released by Roc-A-Fella and Machine Shop.,905
X-Men: Days of Future Past is an American superhero movie.,906
Richard Gere starred in an American thriller film.,907
Chester Bennington is an actor.,908
Rick and Morty's creators are Justin Roiland and Dan Harmon.,909
American Horror Story is a television series.,910
"Dangerously in Love sold 317,000 digital copies in its first week.",911
David Beckham was a footballer in England.,912
Ramadan is the ninth calendar month in Islam.,913
Peyton Manning played football.,914
Vincent Cassel starred in a thriller.,915
Heather Watson is a Wimbledon Mixed Doubles Champion.,916
The Bends is a rock album.,917
Jared Kushner is an owner of a newspaper.,918
Dolly Parton starred in the comedy Steel Magnolias.,919
Despicable Me 3 features the voice of Kristen Wiig.,920
Cannibalism is the act of humans eating the flesh or internal organs of other primates.,921
Taylor Sheridan is a screenwriter.,922
Mauritius was a British colony.,923
Sons of Anarchy was made by Kurt Sutter.,924
Unforgettable is authored by Christina Hodson and David Leslie Johnson.,925
London is a global city.,926
Computer scientists uses Pi.,927
David Beckham played with United.,928
An Indian actor born in December starred in Laadla.,929
Stockard Channing has not worked in films.,930
Andy Warhol is creative.,931
How to Be is a 2008 film.,932
Graceland belonged to Elvis Presley.,933
Travis Barker was born in 1975.,934
Arrow is a TV series.,935
John Mayer was birthed in the state of Connecticut.,936
Futurama has merchandise that is related to it.,937
Radioactive was nominated for Best Rock Performance.,938
Red Headed Stranger's lyrics have been featured in a comic.,939
Starbucks was founded in 1971.,940
Avengers: Age of Ultron was released in 3D and IMAX 3D in the US.,941
Indian first came out in 1996.,942
Anderson Silva was born in the year 1975 on the month April.,943
Final Fantasy XII sold over 5 million copies worldwide.,944
Hungary is bordered by a country.,945
Richard Gere starred in an romantic film.,946
The Mummy is an American film.,947
Beasts of the Southern Wild was nominated for Best Director.,948
Bowie's music draws from industrial and jungle styles.,949
Taylor Swift holds five Guinness World Records.,950
A 2013 superhero comedy film featured an appearance by Jim Carrey.,951
Rock music originated in North America.,952
From the Earth to the Moon was created in 1998.,953
The Mummy is a film.,954
Rapper Lil' Kim and Lisa Lopes have worked together.,955
Brittany Murphy is a native of Atlanta.,956
Ford Motor Company is not as large as General Motors.,957
Chris Brown collaborated with a rapper.,958
Google has received significant criticism for censorship issues.,959
Jon Watts had the movie Spider-Man: Homecoming released in 2017.,960
Alien: Covenant is a science fiction film directed by Ridley Scott.,961
Lewis Hamilton was the runner-up to teammate Nico Rosberg in 2016.,962
Michael C. Hall won a Screen Actors Guild Award.,963
Keanu Reeves was in a band.,964
Whiskey Tango Foxtrot is based on The Taliban Shuffle: Strange Days in Afghanistan and Pakistan.,965
Bruce Lee was in Enter the Dragon.,966
Whiskey Tango Foxtrot is a comedy film.,967
Get Out stars Allison Williams.,968
Buddy Holly was a musician and a singer-songwriter in a band.,969
Hopman Cup has been attended monthly by Harry Hopman's widow.,970
William Shakespeare is widely regarded as the world's pre-eminent playwright.,971
"In Oxford, Jamie Oliver launched ""Jamie's Italian"".",972
Canadian-American Tommy Chong is an actor.,973
Jerry Lewis's birth name was Joseph Levitch.,974
"Mark Zuckerberg has a net worth of $63.3 billion as of May 5, 2017.",975
Evil is commonly associated with actions.,976
Led Zeppelin played music.,977
Lee Child hails from the United Kingdom.,978
"Charles, Prince of Wales is the only heir apparent to the Queen of the United Kingdom, Canada, Australia, and New Zealand.",979
Gilmore Girls was executive produced by Daniel Palladino.,980
Alec Sokolow has worked with an American.,981
David Beckham began playing professional football in England.,982
Danny DeVito has an online venture titled The Blood Factory.,983
Glen Campbell has won Grammy Hall of Fame Awards.,984
Winona Ryder earned a Golden Globe nomination.,985
"Eugenio Canfari's birthday was April 16, 1877.",986
3G data is part of the IPhone 3G.,987
Travis Barker was in Feeble.,988
Easy Virtue is an adaptation.,989
Alice is a reworking of a film.,990
"Andre Agassi won all four Grand Slam tournaments on hard, clay, and grass surfaces.",991
The exact function of Huntington's disease is unknown.,992
Injustice 2 includes a loot-dropping system.,993
David Thewlis is an English screenwriter.,994
Emily Browning is in The Host.,995
Tony Bill shared an award with Michael Phillips and Julia Phillips.,996
Kuala Lumpur is the economic center of Malaysia.,997
Frances is Carrie Fisher's middle name.,998
"Rolling Stone magazine described Led Zeppelin as ""the biggest band of the Sixties.""",999
Carrie Fisher wrote an autobiographical one-woman movie.,1000
Robert F. Kennedy was shot by Sirhan Sirhan.,1001
Evan Rachel Wood is a musician from the United States.,1002
Machu Picchu is a 15th-century Inca citadel.,1003
Timea Bacsinszky was the winner of titles on the ITF Women's Circuit.,1004
The French Revolution began after 1792.,1005
Here Comes the Sun was recorded by a British band.,1006
Fred Trump's dad's name was Frederick.,1007
Dolly Parton starred in the comedy Steel Magnolias.,1008
Stevie Ray Vaughan was voted Best New Talent by readers of Guitar Player.,1009
Adolf Hitler joined a political party.,1010
A 2013 superhero comedy film featured an appearance by Jim Carrey.,1011
Live Your Life is by an American.,1012
Black Sabbath is a rock band from England.,1013
"Jane Fonda acted in They Shoot Horses, Don't They.",1014
Montreal has a legal language.,1015
Lee Min-ho was the lead role in Gangnam Blues.,1016
"Deadpool 2 featured Ryan Reynolds, Morena Baccarin, Ed Skrein, T. J. Miller, Gina Carano, Leslie Uggams, Brianna Hildebrand, and Stefan Kapičić.",1017
Emily Blunt is British.,1018
Dragon Ball has several soundtracks.,1019
Matt Sorum's touring project Kings of Chaos features Deep Purple members.,1020
Bill Clinton served as President of the United States for eight years.,1021
Mariah Carey was born on the 27th.,1022
Joan Cusack worked with Matt Dillon and she is American.,1023
Jennifer Hudson was a finalist in the third season of American Idol.,1024
The Big Trail stars John Wayne.,1025
Page Hamilton is a guitarist.,1026
The Prestige stars an actor.,1027
Star Search was remade by 2929 Productions.,1028
The Conjuring 2 was authored by Carey Hayes.,1029
Count Basie took his orchestra to Chicago for a long engagement.,1030
Steve Jobs was an inventor.,1031
Gift of the Night Fury stars the voice of an actor whose birthday was in June.,1032
The Great Debaters features Jermaine Williams in a starring role.,1033
Blind Faith was a skiffle band from England.,1034
Ceres is within the orbit of Neptune and Pluto.,1035
Ulysses S. Grant served as President of the United States.,1036
Josh Friedman wrote The Black Dahlia.,1037
Boardwalk empire is a television series.,1038
Caryn Mandabach produced The Cosby Show.,1039
Grace Jones played the character May Day.,1040
Logan Lerman played a character in The Three Musketeers (2011).,1041
WALL-E is a winner of a Hugo Award.,1042
Austria is neutral.,1043
Miley Cyrus starred in at least one movie.,1044
Kazakhstan's location is Central Asia.,1045
The Bounty was based on another work.,1046
Xbox One possesses support for 4K video playback and upscaling.,1047
Trolls is a work based on dolls.,1048
Stockard Channing has not worked in films.,1049
Game of Thrones (season 1) is based on a novel from the A Song of Ice and Fire series by George R. R. Martin.,1050
Alexander Hamilton raised an artillery company in 1776.,1051
Muammar Gaddafi was the Chairperson of the African Union from 2009 to 2010.,1052
Quentin Tarantino wrote and directed My Best Friend's Birthday.,1053
At Middleton has a performance by Andy Garcia.,1054
Jon Pertwee performed in Scotland.,1055
Geraldine Chaplin made her American acting debut in the 1960s.,1056
Elephants are the prey of lions.,1057
Gang Signs & Prayer is an album by a recording artist in the grime music genre.,1058
Moscow is a national capital.,1059
Star Trek had spin-off television series.,1060
Con Man (web series) is a comedy web series written by Alan Tudyk.,1061
Ludacris has won a Critic's Choice award.,1062
Sue Vertue was born on September 21.,1063
Kazakhstan's location is Central Asia.,1064
Gillian Anderson is an American-British actress.,1065
Canadian-American Tommy Chong is an actor.,1066
A subclass of anti-nuclear antibodies are anti-Ro antibodies.,1067
Mel Gibson was born in a month.,1068
London's location is the United Kingdom.,1069
"Hate group practices hatred, hostility, or violence towards members of a race, ethnicity, nation, religion, gender, gender identity, sexual orientation or any other designated sector of society.",1070
Tanzania's government plans to discontinue English as a language of instruction.,1071
The Grammy Award for Best Rock Performance was won by Radioactive.,1072
Charles Marie de La Condamine was a French mathematician.,1073
Whoopi Goldberg co-produced a show.,1074
Down syndrome resulted in thousands of deaths in 2015.,1075
A mixtape is a home-made compilation of music.,1076
Soundgarden was a contemporary of Nirvana.,1077
Snowden is a biographical film.,1078
The screenplay of Toy Story was praised for its wit sophistication.,1079
Tina Turner released at least nine solo albums.,1080
Neal Schon is an American vocalist.,1081
12 solo studio albums have been released by R. Kelly.,1082
Matt Kuchar is an American golfer.,1083
"Hong Kong maintains its interdependent executive, legislative, and judiciary powers.",1084
The Crazies is a film.,1085
Brokeback Mountain is a 2005 drama film.,1086
"O. J. Simpson was born July 9th, 1947.",1087
John Lennon was from England.,1088
New Orleans straddles the Mississippi River.,1089
Ann Romney attended a private research university in Provo.,1090
A Perfect Circle was formed by an American.,1091
"Charles, Prince of Wales is the only heir apparent to the Queen of the United Kingdom, Canada, Australia, and New Zealand.",1092
Gwen Stefani performs with four Japanese and Japanese American girls.,1093
Kristen Stewart won an award.,1094
Jessica Lange made her film debut in the remake of a movie from 1933.,1095
Jean-Martin Charcot taught anatomical pathology.,1096
Caryn Mandabach produced a show.,1097
Gift of the Night Fury stars the voice of an actor whose third name is Saunders.,1098
The Chainsmokers released the number-one song Closer.,1099
Michelle Williams started her career with guest appearances on television.,1100
Chris Hemsworth starred in a movie.,1101
Maynard James Keenan started the rock supergroup A Perfect Circe in 1999.,1102
Take a Bow is a single work of music.,1103
Tupac Shakur birth name was Lesane Parish Crooks.,1104
Willie Nelson is in favor of marijuana legalization.,1105
Ethan Hawke has starred in critically acclaimed films.,1106
Maisie Williams is a woman.,1107
United Nations was established in the 1940s.,1108
Monica Seles's birthplace was SFR Yugoslavia.,1109
Alicia Silverstone starred in a film directed by Amy Heckering.,1110
"Mike Love graduated college on March 15th, 1941.",1111
Liana Liberato appeared in a 2010 American drama thriller film.,1112
Istanbul is a human settlement.,1113
Suicide Kings is a film that was created in 1997.,1114
Jerry Lewis is an actor.,1115
Joseph Barbera's middle name is Roland.,1116
Al Gore's middle name is Arnold.,1117
Bangladesh is on the Indian subcontinent.,1118
Seth MacFarlane is an actor.,1119
Kobe Bryant was in the NBA.,1120
Chelsea F.C. is a Premier League football club in London.,1121
The name Minneapolis is attributed to the city's first schoolteacher.,1122
J. Cole founded Dreamville records.,1123
Toby Whithouse has written for Doctor Who.,1124
Paul Thomas Anderson directed a movie.,1125
Jazz Jennings has an online presence.,1126
Titanic is a film.,1127
Socrates was a classical philosopher from Athens.,1128
Bronson (film) was directed by Nicolas Winding Refn.,1129
The 23rd governor of Arizona is Doug Ducey.,1130
Horseshoe Falls is also known as something else.,1131
Mike Judge is a director.,1132
Measles complications occur in about 30% of people,1133
Roald Dahl is a British writer.,1134
Christopher Nolan worked on Inception.,1135
Peggy Sue Got Married is a comedy-drama movie.,1136
Rafael Nadal is from Europe.,1137
United Nations has members including Slovenia.,1138
The Grammy Hall of Fame inducted Bohemian Rhapsody.,1139
The border between Utah and Arizona is straddled by Lake Powell.,1140
Life Is Peachy is a 1996 album.,1141
The French Revolution was partly caused by unpopular taxation schemes.,1142
The largest city in Benin is Cotonou.,1143
Conquest of the Planet of the Apes was directed by J. Lee Thompson.,1144
Kurt Russell has starred in the 7th and 8th installment of the Fast and the Furious Franchise.,1145
Jay Sekulow is the Chief Counsel for the American Center for Law & Justice.,1146
Destiny came after Halo.,1147
Gift of the Night Fury stars the voice of a producer from Canada.,1148
Lil Wayne has released the album Tha Carter IV.,1149
The Democratic Republic of the Congo is a former Belgian colony.,1150
Michael Keaton is a producer.,1151
Jet Li's birthplace is Beijing.,1152
Alicia Vikander was a ballet dancer.,1153
The Host stars an American singer.,1154
Rescue Me is a comedy TV series.,1155
Mary Marvel was one of the first female spin-offs.,1156
Desperate Housewives aired on ABC starting in 2004.,1157
Mexico went to war with France in the 19th century.,1158
Emily Ratajkowski is a person.,1159
A Nightmare on Elm Street is a film directed by Wes Craven.,1160
Zooey Deschanel is a ukuleleist.,1161
Israel hosts a population of asylum seekers from a place.,1162
Watchmen is a DC Comics collection.,1163
The U.S. mainland is connected to Goat Island.,1164
Trevor Berbick was a Jamaican Canadian professional boxer.,1165
Love & Mercy (film) stars American actor Paul Dano.,1166
Major League Soccer is found in the United States.,1167
Daniel Craig attended a liberal arts school.,1168
Axl Rose has wide vocal range.,1169
Mr. Freeze is an enemy of Batman.,1170
Soundgarden was a band.,1171
Mark Wahlberg has an early career as frontman for a musical group.,1172
Thiokol was also known as Cordant Technologies Inc.,1173
Kris Kristofferson was a person.,1174
Lily Collins had a role in Priest in which she is captured by vampires.,1175
Tom Felton is an actor.,1176
Miranda Kerr has a modeling career.,1177
Elizabeth Banks did a Netflix miniseries.,1178
Night Visions is the name of an album by Imagine Dragons.,1179
Cher is sometimes referred to as the Goddess of Pop.,1180
Shirley MacLaine starred in Ask Any Girl.,1181
Umbrella is a recording.,1182
Larry Buttrose wrote The Maze of the Muse.,1183
At Middleton has a performance by Andy Garcia.,1184
Ariana Grande lent her voice to animated works.,1185
Kurt Angle wrestles professionally.,1186
Tim Rice worked on King David with Alan Menken.,1187
Logan (film) is a film directed by an American film and television director.,1188
"May 15, 1886 was the day Emily Dickinson passed away.",1189
Prison Break received the People's Choice Award for Favorite New TV Drama.,1190
Life Is Peachy is an album in the nu metal genre.,1191
Justin Bieber recorded Love Yourself.,1192
Will Ferrell worked on The Producers.,1193
William Shatner was featured as attorney Denny Crane.,1194
"Beverly Hills, 90210 addressed numerous topical issues.",1195
Boston attracts millions of tourists.,1196
Dogstar (band) released two albums.,1197
Beyond Westworld was a work.,1198
Stevie Ray Vaughan was voted Best New Talent by readers of Guitar Player.,1199
Gift of the Night Fury stars the voice of an actor whose birthday was in June.,1200
Elvis was directed by a man.,1201
Erich von Manstein was released prematurely from a 12 year prison sentence in 1953.,1202
Boeing 737s serve markets previously filled by MD-80/MD-90 and DC-9 airliners.,1203
Anderson Cooper is a person who does journalism.,1204
Woody Allen is a musician.,1205
Diego Luna is a performer.,1206
Tyrese Gibson is well known for his role as Robert Epps in the Transformers film series.,1207
Burnaby achieved City status 100 years after incorporation.,1208
A fantasy film usually involves worlds.,1209
Lady Gaga has won six Grammy Awards.,1210
David Schwimmer was a member of the cast in the 2005 drama Duane Hopwood.,1211
One series is Boardwalk Empire.,1212
Animal Farm is included in a selection.,1213
Christoph Waltz is an  award-winning actor.,1214
The Hunger Games is set in a dystopian society.,1215
Cancer can be prevented by taking certain measures.,1216
Fernando Alonso is Spanish.,1217
Eagles second live album was Hell Freezes Over.,1218
In Dubious Battle featured Josh Hutcherson.,1219
Christian Bale worked with David O. Russell.,1220
Sansa Stark is a fictional person in Game of Thrones.,1221
Snoop Dogg has worked with Dr. Dre.,1222
"De Profundis was written to ""Bosie.""",1223
Dwayne Johnson works part-time for WWE.,1224
Robert Lee Yates is an American.,1225
Baloo was featured in The Second Jungle Book.,1226
Alien: Covenant is a science fiction film directed by Ridley Scott.,1227
Arjun Kapoor hosted the IIFA Awards in Britain.,1228
Uranus is a planet.,1229
Shibu Issac produced Thenmerku Paruvakaatru.,1230
Donnie Wahlberg plays Danny Reagan.,1231
"Elton John has a connection to the British Academy of Songwriters, Composers and Authors.",1232
Destiny does maintain lineage to the Halo series.,1233
Wrath of the Titans grossed $305 million dollars.,1234
Alexander Lebedev was listed in a magazine.,1235
Mitt Romney was a CEO in the management consulting industry.,1236
Olivia Munn possessed an early career.,1237
Beasts of the Southern Wild was nominated for an award.,1238
Connaught Tunnel replaced a previous routing.,1239
Land Rover makes the Defender.,1240
KJ Apa has portrayed the fictional person Kane Jenkins.,1241
The Smurfs began filming in March 2010.,1242
Indonesia has an abundance of oil.,1243
David Cronenberg has a cameo in To Die For.,1244
Eric Trump is the child of a man born in June.,1245
The Matrix was written and directed by the Wachowskis.,1246
Brittany Murphy is a native of Atlanta.,1247
Tokyo Ghoul (film) is a Japanese dark fantasy film.,1248
Android was the target of copyright litigation.,1249
Jerry Maguire was worked on by Leigh Steinberg.,1250
Estella Warren is a fashion model.,1251
Selena Gomez is a singer.,1252
Steve Mouzakis played the character Steven Ray.,1253
"The 2014 WTA Finals began on October 17th, 2014.",1254
Annie Parisse starred on an American soap opera.,1255
Contained in the Bible are narratives.,1256
Bali is found between Java to the west and Lombok to the east.,1257
David Beckham won the Premier League title.,1258
Pink Floyd was inducted into the UK Music Hall of Fame in 2005.,1259
Alicia Vikander was a performer.,1260
Victor Headley was involved in the writing of Yardie.,1261
Prison Break won a People's Choice Award.,1262
The Lion King is an artistic work.,1263
Toronto's area is 630.2 square kilometers.,1264
Fred Trump's dad's name was Frederick.,1265
The Grammy Hall of Fame inducted Bohemian Rhapsody.,1266
Nicolas Cage is an American resident.,1267
The Danish Girl is a film.,1268
"Rolling Stone magazine described Led Zeppelin as ""the biggest band of the Sixties.""",1269
Uranus is a planet.,1270
Just Dance was premiered in 2008.,1271
Red Headed Stranger's lyrics have been featured in a comic.,1272
Leicester City F.C. has been FA Cup finalists four times.,1273
Kate Beckinsale is an actress.,1274
Richard Gere starred in a film.,1275
Tamara Taylor was born in the summer or fall.,1276
Each jackfruit is made of more than a hundred flowers.,1277
Tom Cruise starred in at least one film from the 1980s.,1278
Boston brings in tourists.,1279
Maid in Manhattan is a romantic comedy.,1280
WALL-E earned $533.3 million worldwide.,1281
Josh Duhamel was born in 1972.,1282
Tropic Thunder was created by Stiller.,1283
Nazi Germany suffered military defeats.,1284
Ronin is an American spy film.,1285
Batman: The Killing Joke was penned by Alan Moore.,1286
Roland Garros Stadium is in Paris and is the site of the French Open.,1287
Horror is the genre of The Crazies.,1288
Harry Potter is based on the Harry Potter novels.,1289
England is a Christian country.,1290
Symptoms of measles begin on the face and then spread to the rest of the body.,1291
Newspaper include obituaries.,1292
In Secret was based on a book.,1293
Silicon Valley is in the Bay Area of California.,1294
Ayn Rand supported capitalism.,1295
American actress Amy Adams stars in Her.,1296
Justin Timberlake is from the United States and is someone who produces music.,1297
Stockard Channing appeared in a 1975 American comedy film.,1298
Ken Russell was involved with the film Tommy.,1299
John Malkovich starred in a movie.,1300
Jane Lynch has won a Screen Actors Guild Award for her work in Glee.,1301
Jessica Chastain was in a movie.,1302
Holly Hunter is a person.,1303
Doc Holliday set up practice in Georgia.,1304
The Wizard of Oz is a production.,1305
Mithun Chakraborty was in a popular Hindi-language film called Disco Dancer.,1306
"Game of Thrones's third season premiered on March 31, 2013.",1307
Axl Rose has wide vocal range.,1308
One kind of Mediterranean cuisine dish is roast lamb.,1309
Frank Ocean released albums.,1310
Heidi Klum has acted in commercials.,1311
All About Eve won 6 Academy Awards.,1312
The Nashville Songwriters Association International provides education.,1313
Alkaline Trio's debut album is Goddamnit.,1314
"Tesla, Inc. has a subordinate company that has headquarters in California.",1315
The Illusionist was a success critically.,1316
Caryn Mandabach produced a show.,1317
The Strain is an American television series on FX.,1318
Cancer has the potential to invade or spread to other parts of the body.,1319
Sigmund Freud's work has suffused contemporary Western thought and pop culture.,1320
Richard Gere starred in an romantic film.,1321
Davis Guggenheim is a television director.,1322
Muhammad was persecuted by some Meccan tribes.,1323
Emily Blunt won the BAFTA award for British Artist of the Year in 2009.,1324
Aaliyah worked with two record producers.,1325
Tommy Chong has Canadian and American citizenship.,1326
Hungary was founded during a conquest.,1327
Gerald Ford was American.,1328
System of a Down has sold albums around the world.,1329
Allure is a magazine from the United States.,1330
Will Ferrell was employed on a series created by Lorne Michaels.,1331
12 solo studio albums have been released by R. Kelly.,1332
Android was evidence in a copyright litigation.,1333
Martina Navratilova was born in 1956.,1334
That '70s Show ended in May.,1335
Keith Urban is Australian.,1336
Ronin starred at least one actor.,1337
The Vampire Diaries is a supernatural television series created in the United States.,1338
Get Out stars Allison Williams.,1339
David Schwimmer was a member of the cast in the 2005 drama Duane Hopwood.,1340
Douglas Aircraft Company did business with McDonnell Aircraft.,1341
Don't Forget Where You Belong was written by Niall Horan.,1342
John Lennon was English from Liverpool.,1343
J. Howard Marshall's first name is James.,1344
John Lennon was a screenwriter.,1345
Melanie Griffith is a television actress.,1346
Borrelia afzelli is likely to cause a variant of Lyme disease.,1347
Denzel Washington was in Glory.,1348
The 25th was the day a remixed version of See You Again (Miley Cyrus song) was released.,1349
"In the 1960's, George Tuska worked on Iron Man comics.",1350
Man of Steel (film) was directed by Zack Snyder.,1351
"Damages (TV series) premiered in July 24, 2007.",1352
Venus orbits the Sun.,1353
One More Light was published in 2017.,1354
Until Dawn received a positive response.,1355
"In The New Adventures of Old Christine, Julia Louis-Dreyfus played Christine Campbell.",1356
The Homesman features James Spader.,1357
Los Angeles has ethnic diversity.,1358
Ezra Edelman directed O.J.: Made in America.,1359
The Host stars an American singer.,1360
Robert Redford was in the main cast of Perry Mason.,1361
Penny Dreadful had episodes.,1362
Lust for Life is based on a 1934 novel.,1363
Jamie Foxx won an award.,1364
Underworld stars an actress.,1365
Lupe Fiasco is an American rapper.,1366
The United States Naval Academy is mixed-sex.,1367
Sarrainodu was released in 2016.,1368
Zendaya is professionally known by just her first name.,1369
LeBron James appeared in a romantic comedy.,1370
Amazon Web Services included tools for the inter-networking of physical technology.,1371
Apps are able to be downloaded on iPhones.,1372
"Sarrainodu translates in Telugu to ""The Right Person"".",1373
Julius Caesar crossed the Rubicon in the 40s BC.,1374
"Elton John has a connection to the British Academy of Songwriters, Composers and Authors.",1375
Caryn Mandabach produced The Cosby Show.,1376
Mariah Carey made international chart history.,1377
Chris Terrio is American.,1378
Horrible Bosses is based on a story by the film's writer.,1379
Bob Marley began with a band.,1380
Olivia Munn has existed since at least 2006.,1381
Steven Soderbergh won an award.,1382
Gregor Clegane is a character from a novel series in the fantasy genre.,1383
Saskatchewan shares a border to the northeast with Nunavut.,1384
Contained in the Bible are narratives.,1385
Joffrey Baratheon is portrayed by an Irish actor.,1386
Marlon Brando was in Sayonara.,1387
Steve Buscemi is in a film.,1388
"Garry Kasparov was born April 13, 1963.",1389
Humanz was released in a year later than 2010.,1390
Michael McCary was a bass singer in Boyz II Men.,1391
Android has had prosperity.,1392
Mark Zuckerberg co-founded a website.,1393
Grace Jones is an entertainer.,1394
"The French Open is also called Roland-Garros, the name of a stadium.",1395
Cambodia's deposed king gave support to the Khmer Rouge following the coup in 1970.,1396
Alice is a reworking of a film.,1397
Hotell is a Swedish film.,1398
"Ryder is also referred to as Ryder System, Inc.",1399
Black Sails was renewed for a third season.,1400
The Los Angeles Lakers won five championships in nine years.,1401
The X Factor is a music competition.,1402
Ronin is an American spy film.,1403
Wyatt Earp served as a bouncer.,1404
Johnny Mnemonic was released in the United States.,1405
Lake Powell is mostly located in Utah.,1406
The South Wales Valleys are in Wales.,1407
Pan Am premiered on an American television network known as ABC.,1408
The Kingdom Hearts series contains Kingdom Hearts III.,1409
Saskatchewan is bordered on the east by a province.,1410
"Curse, Inc. is used by the game The Elder Scrolls V: Skyrim.",1411
Sons of Anarchy is a creation.,1412
Betty Buckley has been nominated for a Tony Award.,1413
"Amitabh Bachchan was referred to as ""Big B"" by his fans.",1414
Moana is a work.,1415
Believe is an album.,1416
Steven Soderbergh directed a biographical film and received acclaim.,1417
Prison Break was created by the screenwriter and director Paul Scheuring .,1418
Lucas is a film.,1419
The Adjustment Bureau is loosely based on a short story by Philip K. Dick.,1420
Pink Floyd were inducted into the American Rock and Roll Hall of Fame in 1996.,1421
Facebook's CEO is Mark Zuckerberg.,1422
Cristiano Ronaldo is a football player.,1423
David Jones (video game developer) is a programmer.,1424
Bob Arum is the CEO of a company based in Las Vegas.,1425
WALL-E won a Golden Globe Award.,1426
Saint Peter was ordained by Jesus according to Catholic teaching.,1427
Mike Pence supported the Tea Party movement.,1428
Christie Brinkley has had four marriages.,1429
Keisuke Honda plays right wing.,1430
Bali is found between Java to the west and Lombok to the east.,1431
Courteney Cox played Monica Geller on Friends.,1432
Britney Spears' middle name is Jean.,1433
Low is an album called David Bowie.,1434
Adolf Hitler didn't cause the Holocaust.,1435
Macaulay Culkin acted in The Good Son.,1436
Wyatt Earp was arrested for stealing.,1437
Costa Rica is in Central America.,1438
Meghan McCain presents and contributes to Fox News.,1439
"Kaitlin Olson stars as Deandra ""Sweet Dee"" Reynolds in It's Always Sunny in Philadelphia.",1440
Red Headed Stranger is an album.,1441
Emmanuel Adebayor is the top-scorer with 31 goals.,1442
The Lion King's main character is a lion named Simba.,1443
Conor McGregor signed with the UFC.,1444
George H. W. Bush did not become a millionaire.,1445
Vladimir Putin was born in the southern district of Leningrad.,1446
Star vs. the Forces of Evil is produced by a studio.,1447
The Portuguese Empire was an empire in world history.,1448
Caitlyn Jenner is a transgender woman.,1449
Up All Night is the debut album by One Direction.,1450
Observer Media is a company.,1451
"Teen Wolf's sixth season premiered on September 15, 2016.",1452
Europeans discovered the Australian continent in 1606.,1453
Wentworth is a television series.,1454
Graceland belonged to Elvis Presley.,1455
Aishwarya Rai married writer Abhishek Bachchan.,1456
Gilmore Girls was executive produced by Daniel Palladino.,1457
Trevor Noah is South African.,1458
Give Me Everything is the second single from a Pitbull album.,1459
Billy Wilder was born on a date.,1460
Maggie Gyllenhaal was in a film written by Susanna White.,1461
Los Angeles has ethnic diversity.,1462
Iron Man 3 had a director.,1463
Anthony Meindl has coached and worked with at least one actress.,1464
Observer Media is an American company.,1465
George Orwell is opposed to totalitarian states.,1466
Melbourne has an extensive transport network.,1467
Pregnancy symptoms include tender breasts.,1468
The Bounty was based on another work.,1469
Ted Kennedy was a senator.,1470
Lucas starred an actor.,1471
Harry Styles had his first acting role in the film Dunkirk.,1472
Caitlyn Jenner changed her gender.,1473
Matt Sorum founded a touring project in 2012.,1474
Flash Thompson bullies his classmate Peter Parker in the Spider-man comics.,1475
Saswata Chatterjee is an actor.,1476
Interstellar premiered in the 2010s.,1477
Roger Federer plays sports.,1478
Stranger Things has a character who can move things without touching them.,1479
The Wicked Witch of the West was created by the author L. Frank Baum.,1480
Wiz Khalifa's name from birth is Cameron Jibril Thomaz.,1481
Turn: Washington's Spies premiered in April 2015.,1482
Jackie Evancho issued an EP and albums.,1483
My Own Private Idaho played at the 48th Venice International Film Festival.,1484
There were matches in eight cities in the 2011 FIFA U-20 World Cup.,1485
Paul Thomas Anderson directed a movie.,1486
Science fiction is the genre of Back to the Future Part II.,1487
The border between Utah and Arizona is straddled by Lake Powell.,1488
Michael Bay produced A Nightmare on Elm Street.,1489
Scarlett Johansson acted as Griet.,1490
Celtic F.C. is in the Scottish Premiership.,1491
United Nations was established in the 1940s.,1492
Ben Whishaw was in productions.,1493
Robert Duvall is a person.,1494
William Shakespeare wrote Macbeth.,1495
The animated film The Incredibles won two Academy Awards among others.,1496
Rachel McAdams graduated from York University in 2001.,1497
Billy Joel is a singer-songwriter and pianist.,1498
Grace Jones influenced New York's cross-dressing movement in the 1980s.,1499
Cara Delevingne had a major role as Kath Talent in a thriller film.,1500
Ranbir Kapoor co-owns Mumbai City FC.,1501
A film starring Oliver Reed and Vanessa Redgrave was directed by Ken Russell.,1502
David Beckham is a professional football player.,1503
Demi Lovato is not an American singer.,1504
