Philadelphia contains 14 National Historic Landmarks.,921,unrelated
Willie Nelson was raised by his parents.,922,disagree
Gabrielle Solis is portrayed exclusively by Debra Messing.,923,unrelated
Heikegani has a shell that is only believed to resemble a sad samurai's face.,924,disagree
Hungary is surrounded by water.,925,disagree
Mel Gibson is yet to visit the Australian National Institute of Dramatic Art for the first time.,926,disagree
The Breakfast Club did not premiere in Los Angeles.,927,unrelated
Sage Stallone was only a film editor.,928,disagree
Tommy Chong stayed in China his whole life.,929,unrelated
Paul Pogba did not make it to the 2015 UEFA Champions League Final.,930,disagree
Audrey Horne was introduced in anything except a mystery television series.,931,disagree
The Dark Knight (film) made under $1 billion.,932,disagree
Imagine Dragons is a cat.,933,disagree
Courtney Love has not released any solo singles.,934,unrelated
Tony Bill produced only television shows.,935,unrelated
Justin Trudeau completed two years of an engineering program.,936,unrelated
India shares a coastal stretch with Pakistan.,937,unrelated
Lightning Point was filmed in New York.,938,unrelated
"Tanzania has one language, Bantu.",939,disagree
Tommy Lee Jones wrote the book Two-Face.,940,disagree
"Gong Yoo's birthday is not July 10, 1979.",941,disagree
Harry Potter is a TV series.,942,disagree
In Too Deep is a 2000 American crime thriller film.,943,unrelated
Jackfruit is believed to have originated in the deserts.,944,disagree
Based on a T.R.U. Story won Best Rap Album.,945,disagree
The Dark Knight was released six weeks after Ledger's death.,946,unrelated
Winona Ryder was not a cast member of Black Swan.,947,unrelated
The Backstreet Boys formed in 1998.,948,unrelated
Tim Rice worked on anything except King David.,949,unrelated
25 was released through Supreme Records.,950,unrelated
Nepal is a continent.,951,disagree
Richard Branson set up Virgin Atlantic grapes.,952,unrelated
The Poona Pact was signed only outside of Pune.,953,unrelated
Lonesome Dove (miniseries) only ever won three awards.,954,unrelated
Jing Tian is incapable of acting.,955,disagree
Nicole Kidman was incapable of starring in the movie Australia.,956,unrelated
Naruto is a seafood dish.,957,unrelated
Broadcast News is only a television show.,958,disagree
50 First Dates was written by George R. R. Martin.,959,unrelated
London does not have healthcare.,960,disagree
George VI was succeeded by a woman born in April in Zambia.,961,disagree
The Beatles had Stuart Sutcliffe initially serve as their agent.,962,unrelated
Miley Cyrus is a jet.,963,unrelated
"Elton John has yet to become a fellow of the British Academy of Songwriters, Composers and Authors.",964,disagree
Denmark's queen is not Margrethe II.,965,disagree
Venus orbits the Moon.,966,disagree
William Cage plays the role of Tom Cruise.,967,disagree
London does not have entertainment.,968,unrelated
Ringo Starr has been featured in textbooks.,969,unrelated
International Relations includes animals.,970,disagree
Despicable Me is not a comedy film.,971,disagree
Saved was a play with zero cast members.,972,disagree
David Carradine did not play the role Kwai Chang Caine.,973,unrelated
Wentworth is a country.,974,disagree
Batman v Superman: Dawn of Justice is not a superhero film.,975,disagree
Lonesome Dove is an adaptation of the 1842 short story of the same name.,976,disagree
Woody Allen only won one award for Best Original Screenplay.,977,disagree
Fergie was the male vocalist for The Black Eyed Peas.,978,disagree
Imagine Dragons has a car called Night Visions.,979,disagree
Iceland was not established by the Norwegian chieftain Ingólfr Arnarson.,980,unrelated
The Legend of Tarzan (film) is based on a character created by a Czech writer.,981,unrelated
Break on Me was released only through Hit Red.,982,unrelated
Lauren Bacall refused to be part of the cast of Applause.,983,disagree
Sharon Tate was not a model.,984,unrelated
Jensen Ackles did not play the lead in My Bloody Valentine 3D.,985,disagree
Denis Leary is a helicopter.,986,disagree
Rich Girl never featured a guest artist.,987,disagree
Milla Jovovich's first film appearance was when she was 23.,988,disagree
Cleopatra (1963 film) chronicles the struggles of Cleopatra I Syra.,989,disagree
Sense and Sensibility was only published in 1851.,990,unrelated
Zendaya is not a singer.,991,disagree
Steven Soderbergh failed to direct Contagion.,992,disagree
The United States did not become the world's sole superpower in 1991..,993,disagree
Urvashi Rautela is only a television actress.,994,unrelated
Jane Eyre is a song.,995,unrelated
Nineteen Eighty-Four's writer is Julia.,996,unrelated
Dubai is in South Africa.,997,unrelated
Selena Gomez released only one solo album.,998,disagree
Dolly Parton didn't star in The Best Little Whorehouse in Texas.,999,disagree
Destiny's criticism centered mostly around the game's storyline and post-game pinata.,1000,disagree
Jeff Hardy has held the WWE Championship twice.,1001,disagree
Thiokol was also known as anything except ATK Thiokol.,1002,unrelated
Amy Adams has portrayed only characters named Alice.,1003,unrelated
San Francisco is a town.,1004,disagree
Tigers are not depicted in modern literature.,1005,disagree
"Abigail Breslin was incapable of starring in Definitely, Maybe.",1006,unrelated
Charles had nothing to do with the establishment of the Duchy Home Farm.,1007,unrelated
Tall Story is an American novel.,1008,unrelated
Robert Redford was passed up for a role on the Twilight Zone.,1009,disagree
The Vampire Diaries only aired 21 episodes.,1010,unrelated
Prince has not released any albums.,1011,unrelated
Instagram is a tomb.,1012,disagree
Hawaii has no main islands.,1013,disagree
Ford Motor Company did not produce vehicles in 2015.,1014,disagree
Adderall does not share many pharmacological properties with the human trace amines.,1015,disagree
Mike Judge has yet to produce anything.,1016,disagree
Underworld is not about the vampire-lycan war.,1017,disagree
Luke Evans did not play Gaston in Beauty and the Beast.,1018,unrelated
The Hateful Eight's soundtrack was not composed by an Italian.,1019,disagree
John Kiffmeyer is known professionally only as Buck Nasty.,1020,unrelated
George Best was capped zero times.,1021,unrelated
Heartbreak Ridge was produced only by John Wayne.,1022,disagree
Thenmerku Paruvakaatru is only a book published in 2013.,1023,unrelated
Eddie Vedder is best known as anything except a member of a band.,1024,disagree
David Mazouz denounced acting as a profession.,1025,unrelated
The Man with the Iron Fists only stars Jack Black.,1026,disagree
Spider-Man has only been portrayed by one actor.,1027,disagree
Yelp existed in 1999.,1028,disagree
Ireland has a central jungle.,1029,unrelated
Apocalypse Now was not produced by Francis Ford Coppola.,1030,disagree
Anna Kendrick did not star in a film directed by Jason Moore.,1031,unrelated
In & Out stars no person that is a mother.,1032,unrelated
FC Barcelona won the pepperoni pizza in 2011.,1033,disagree
"The Eagles put out the movie, ""One of These Nights.""",1034,disagree
Eddie Vedder is best known as anything except a member of a band.,1035,unrelated
Dileep did not work as an actor.,1036,unrelated
Michael Keaton was born in 1953.,1037,disagree
Modern Family is solely a film.,1038,disagree
Trevor Baxter wasn't able to attend college.,1039,disagree
Tom Hiddleston turned down the opportunity to appear in Henry V.,1040,disagree
Jeff Ament released his final album in 2005.,1041,unrelated
Chandni stars exclusively Peruvian actors and actresses.,1042,disagree
Catherine Tregenna has only ever worked in romance.,1043,unrelated
Jennifer Garner has been single her whole life.,1044,disagree
Triple H is not a professional wrestler.,1045,unrelated
Hot was released exclusively by Disney.,1046,disagree
Borussia Dortmund's colors are not black and yellow.,1047,unrelated
The Backstreet Boys are a guitar group.,1048,unrelated
Pan Am premiered in March.,1049,disagree
Alec Baldwin appeared in seventeen films directed by Martin Scorsese.,1050,unrelated
Nineteen Eighty-Four is non-fiction.,1051,unrelated
"The Ren & Stimpy Show premiered on July 11, 1991.",1052,unrelated
Black Panther did not appear in mainstream American comics.,1053,disagree
Ajay Devgn has never appeared in a movie.,1054,disagree
WALL-E lost all Hugo Awards nominations.,1055,disagree
Broadchurch is a movie.,1056,disagree
All My Children is set on the Moon.,1057,disagree
Russell Crowe was not in any historical epic films.,1058,disagree
24 is an English-language film.,1059,disagree
L.A. Law is exclusively a comedy.,1060,disagree
Belgium is home to a small group of French-speakers.,1061,unrelated
Whitey Bulger was sentenced by Attorney General Denise Casper.,1062,unrelated
Missing stars Joan Cusack.,1063,disagree
Kid Rock's name is Shawn Carter.,1064,unrelated
The Belko Experiment premiered at the 2016 Cannes Film Festival.,1065,unrelated
One World Trade Center is 1779 feet tall in height.,1066,disagree
Nas is not a rapper.,1067,disagree
Mel Gibson was born in January of 2016.,1068,unrelated
Marble Hill is in the town of Manhattan.,1069,disagree
Mother Teresa was born on September 4 2016.,1070,disagree
Eat Pray Love stars Anne Hathaway as Elizabeth Gilbert.,1071,unrelated
Room is written by Margaret Atwood.,1072,disagree
Paul Pierce attended no universities.,1073,unrelated
T-Pain is the founder of a record label imprint established in 2015.,1074,disagree
The Chainsmokers have only won a Grammy Award.,1075,disagree
"Graciosa, Canary Islands is located inside of Lanzarote.",1076,unrelated
Outlander (TV series) failed to be renewed for a fourth season.,1077,unrelated
Elvis Presley did not live in Memphis.,1078,unrelated
Tom Cruise started his career at age 24.,1079,disagree
Loni Love graduated in a year before 1980.,1080,unrelated
Mike Love's full name is Mike Love.,1081,unrelated
San Junipero is not science fiction.,1082,unrelated
Jerry Lewis is anything but a singer.,1083,unrelated
Nepal is the 93rd largest house by area.,1084,unrelated
Peter Davison is incapable of being an actor.,1085,unrelated
Crystal Palace F.C. is a cricket team.,1086,disagree
Man of Steel is a 2013 construction project.,1087,unrelated
Daniel Day-Lewis was not born in London.,1088,disagree
Josh Homme is unable to sing.,1089,disagree
Marilyn Monroe failed to ever win a Golden Globe.,1090,disagree
"Cyndi Lauper refused to have any part in the song ""Girls Just Want to Have Fun.""",1091,unrelated
Sally Field received an Academy Award for Best Actress in 1942.,1092,unrelated
New York City's universities have been ranked among the bottom 35 in the world.,1093,unrelated
Novak Djokovic is a professional video game player.,1094,unrelated
Tequila is made from a plant primarily found around the woods.,1095,unrelated
Edward Norton has yet to co-write for films.,1096,unrelated
USS Constitution duties did not include defeating Barbary pirates.,1097,unrelated
Marlon Brando failed to be in Sayonara.,1098,disagree
Father of the Bride only features Heath Ledger.,1099,disagree
Elle Fanning's breakout role was Helen Keller.,1100,disagree
The Hobbit series is not three films long.,1101,unrelated
Passengers was released internationally in 2011.,1102,unrelated
Emily Blunt is not an artist.,1103,unrelated
The Prince of Egypt is an musical television show.,1104,unrelated
Mexico City is located in the Rio Grande Valley.,1105,disagree
Confessions did not sell a single copy in the United States.,1106,unrelated
Citalopram is a food.,1107,unrelated
Pluto is not relatively small.,1108,unrelated
Linux does not distribute Arch Linux.,1109,unrelated
There Will Be Blood has not received numerous nominations.,1110,unrelated
Game of Thrones (season 1) was only ever based on a video game.,1111,disagree
Joan Cusack was in a film in any year except 1988.,1112,disagree
George Orwell is in favor of states that regulate all aspects of public and private life.,1113,unrelated
Joaquin Phoenix has been a Canadian since age three.,1114,disagree
Justin Timberlake is a Portuguese actor.,1115,unrelated
Donkey was adapted by Pixar.,1116,disagree
Spider-Man 3 was a one-man play.,1117,disagree
"Planet of the Apes was released on February 8, 1868.",1118,disagree
Adolf Hitler did not lead the Nazi regime.,1119,unrelated
Anthropology is a division of Davis Entertainment.,1120,disagree
Walt Whitman worked as a government clerk in 1944.,1121,unrelated
Ford Motor Company did not produce vehicles in 2015.,1122,unrelated
Stephen Hawking is not a civilian.,1123,disagree
Spider-Man is a superhero character based on real life events.,1124,disagree
Liv Tyler was always exclusively an actor.,1125,disagree
Harry Potter was written by an Icelandic author.,1126,disagree
Anna Paquin was killed in Omaha.,1127,unrelated
Canada was never the location of a French colony.,1128,unrelated
Ellen Burstyn has yet to be nominated for any Academy Awards.,1129,disagree
The Sopranos does not have any episodes.,1130,disagree
Brunei is a former country.,1131,disagree
Catherine Tregenna has only ever worked in romance.,1132,disagree
Zach Galifianakis was passed over for a role in The Campaign.,1133,unrelated
Cars Toons are only lengthy novels.,1134,disagree
Delhi borders the most populous state in India.,1135,unrelated
Teen Wolf was hidden in 2011.,1136,unrelated
The first season of Legion premiered at the Pacific Design Center in 2015.,1137,unrelated
Alex Kurtzman is incapable of rewriting the screenplay for The Amazing Spider-Man 2.,1138,disagree
Susan Sarandon received Drama Desk Award nominations in 2009.,1139,disagree
Notes on a Scandal was nominated for The Academy Award for Best Adapted Screenplay in 2003.,1140,disagree
Eleveneleven was only founded by Adam Sandler.,1141,disagree
Joseph Barbera has no nickname.,1142,unrelated
The Comedian refused to work with Danny DeVito.,1143,unrelated
Batman Begins is a superhero song.,1144,unrelated
Bob Dylan is a trampoline.,1145,unrelated
Huntington's disease is caused by influenza in 90% of cases.,1146,unrelated
Chitty Chitty Bang Bang is a British novel.,1147,disagree
"A Game of Thrones is a fantasy, fictional movie.",1148,unrelated
Valerian and the City of a Thousand Planets refused to cast Clive Owen.,1149,unrelated
Allen Iverson was a poor scorer.,1150,unrelated
"Laurie Hernandez was conceived on June 9th, 2000.",1151,disagree
The X Factor is a dancing competition.,1152,disagree
The Celtic F.C. is based in the United States.,1153,disagree
Dark Places is a philosophy.,1154,unrelated
"In Azerbaijan, according to polls, 53% of the population state that religion has importance in their lives.",1155,unrelated
Dwayne Johnson is not known as The Rock.,1156,disagree
Kate & Leopold entirely takes place in present day Boston.,1157,unrelated
One by One (Foo Fighters album) was made by nobody.,1158,unrelated
Deadpool does not star Morena Baccarin.,1159,disagree
Issur Danielovitch was the name given to Kirk Douglas on birth.,1160,unrelated
Brock Lesnar married Randy Couture.,1161,unrelated
Dwayne Johnson played for the full 1995 season.,1162,unrelated
"R. Kelly is known for hit album ""Bump N' Grind.""",1163,unrelated
Ivy League schools refuse to use Facebook.,1164,unrelated
Sweden witholds universal healthcare.,1165,unrelated
Despicable Me was animated by Mikros Image.,1166,unrelated
Saswata Chatterjee refuses to work in film.,1167,unrelated
The Joker is a setting.,1168,unrelated
Wyoming is the third least densely populated state in the country.,1169,unrelated
The Contender only stars female actors.,1170,unrelated
Twilight is a series by Leigh Bardugo.,1171,disagree
Iron Man was released in 1980.,1172,disagree
The Catalyst was the first chapter in the novel A Thousand Suns.,1173,unrelated
To Kill a Mockingbird was published in 1980.,1174,disagree
Sade (singer) is a Korean Band.,1175,unrelated
Robert Duvall has not been nominated for seven Golden Globes.,1176,disagree
William McKinley lived his whole life without ever getting shot.,1177,unrelated
Chess is only considered a sport by German Government organizations.,1178,disagree
"Laurie Hernandez was conceived on June 9th, 2000.",1179,unrelated
Toy Story 3 was withheld by Walt Disney Pictures.,1180,disagree
Coldplay is a soloist.,1181,disagree
Bane has only ever been a superhero.,1182,unrelated
"Marcus Allen has one brother, who is older than him.",1183,unrelated
The Night Of is a movie trilogy.,1184,unrelated
Steven Spielberg was born in January.,1185,disagree
Suleiman the Magnificent was incapable of writing poetry.,1186,unrelated
The World Bank Group's activities exclude environmental protection.,1187,disagree
Brazil is the smallest country in South America.,1188,unrelated
Oliver Reed was only in a stage play in 1986.,1189,disagree
Sunrise created an anime directed by anyone except Yoshiyuki Tomino.,1190,unrelated
Paulo Dybala plays football for the Argentina national American football team.,1191,disagree
Brian Wilson was incapable of joining a rock band.,1192,unrelated
Vladimir Putin lost the presidential election.,1193,disagree
Long Road Out of Eden only had September on it.,1194,disagree
Iain Glen is only German.,1195,unrelated
Notes on a Scandal has a soundtrack composed by computer.,1196,unrelated
Punk rock is a movie genre.,1197,unrelated
Muammar Gaddafi said yes to Pan-Africanism.,1198,disagree
Joaquin Phoenix did not earn a Best Actor nomination for portraying Freddie Quell in The Master.,1199,unrelated
Popstar: Never Stop Never Stopping is incapable of starring Sarah Silverman.,1200,unrelated
Hot was exclusively by an Italian.,1201,unrelated
Titus ran the Second Temple.,1202,disagree
Man of Steel was filmed only in Australia.,1203,unrelated
Julie Christie avoided acting altogether.,1204,unrelated
The Guest cooks Dan Stevens.,1205,disagree
Bentley has only been a subsidiary of Honda since 1998.,1206,unrelated
Optimus Prime is absent from Transformers: Age of Extinction.,1207,unrelated
Greenpeace is incapable of focusing on the issues of over-fishing.,1208,unrelated
Bali is not in Australia.,1209,unrelated
Hot was exclusively by an Italian.,1210,unrelated
Dileep never starred in Sallapam.,1211,disagree
The Black Dahlia is a restaurant.,1212,disagree
"Goliyon Ki Raasleela Ram-Leela is a film released on May 8th, 2013.",1213,disagree
Connaught Tunnel is an underwater base.,1214,unrelated
The Meyerowitz stories failed to cast any actors.,1215,disagree
Ron Perlman was born in 1945.,1216,unrelated
Oz the Great and Powerful was released without the Disney Digital 3-D format.,1217,unrelated
Wonder Woman is not skilled in hunting.,1218,disagree
Joseph Fiennes was born in the 1900's.,1219,unrelated
X-Men (film) was directed by Michael Bay only.,1220,unrelated
The Muppet Christmas Carol is incapable of being a film.,1221,unrelated
Alia Bhatt is a dog.,1222,disagree
David Beckham began playing professional football in 2000.,1223,unrelated
Helena Bonham Carter is unable to act in movies.,1224,unrelated
Amy Sherman-Palladino is the creator of only The Marvelous Mrs. Maisel.,1225,unrelated
Macaulay Culkin passed up a role in Home Alone 2: Lost in New York.,1226,unrelated
Travis Barker collaborated with the juice company +44.,1227,disagree
Geoffrey Beevers has yet to have any affiliation with the Orange Tree Theatre.,1228,disagree
Splash is a German fantasy romantic comedy film.,1229,disagree
Back to the Future Part II is a drama.,1230,unrelated
STS-96 launched from Houston Space Center.,1231,disagree
Massachusetts is to the west of the Atlantic Ocean.,1232,unrelated
The National Security Agency was banned from doing anything related to intelligence.,1233,disagree
Bob Riley is only Canadian.,1234,unrelated
Zach Galifianakis directed Masterminds.,1235,unrelated
The Leftovers is a standalone television movie.,1236,unrelated
Gucci is French.,1237,unrelated
Billy Ray Cyrus stopped doing Hannah Montana in 2006.,1238,unrelated
Saint Peter is mentioned in the book of John.,1239,disagree
Heartlight reached number four on the Billboard Hot 100.,1240,disagree
Independence Day: Resurgence is a 1990 film.,1241,unrelated
Victor Hugo was only ever a painter.,1242,disagree
Teen Wolf was hidden in 2011.,1243,disagree
Tyrion Lannister is a book.,1244,disagree
David Beckham started playing international football when we was 30.,1245,disagree
The American Broadcasting Company is the fifth youngest broadcasting network.,1246,disagree
Tall Story is an American novel.,1247,disagree
The 2017 film The Mummy was released direct to video.,1248,disagree
Jaime Lannister is not a member of House Lannister.,1249,disagree
Lauren Graham is not an actress.,1250,disagree
Black Mirror was first broadcast in 2009.,1251,unrelated
The Carmichael Show's seasons have all only ever had five episodes.,1252,disagree
Mauritius has been independent for its entire history.,1253,unrelated
Michael Keaton is Michael John Douglas' father.,1254,unrelated
Las Vegas is known for its sports.,1255,disagree
Michael Jordan was unathletic.,1256,unrelated
Macbeth married William Shakespeare.,1257,disagree
Connie Britton starred on the television sitcom Night Court from 2012 until 2017.,1258,disagree
The Breakfast Club did not star Emilio Estevez.,1259,unrelated
Marc Maron is only a comedian.,1260,unrelated
Sense and Sensibility went on sale in 1113.,1261,disagree
Tony Blair was Prime Minister of Spain.,1262,unrelated
Rose Kennedy was incapable of receiving titles.,1263,unrelated
Darth Vader is a secondary antagonist in the Star Wars universe.,1264,disagree
Susan Sarandon debuted in a movie by Gore Vidal.,1265,disagree
Heartland was on Fox.,1266,unrelated
John Cena started his professional wrestling career in 1776.,1267,disagree
The Legend of Tarzan (film) is based on a character created by a Czech writer.,1268,disagree
David Thewlis was snubbed for the Best Actor award at Cannes Film Festival.,1269,disagree
Don Henley is incapable of being a solo artist.,1270,disagree
Aluminium salts are used metabolically.,1271,unrelated
42 (film) is the name of a Canadian film.,1272,unrelated
Tokyo Ghoul is directed by James Cameron.,1273,unrelated
Kurt Angle lost all WWE Championships.,1274,disagree
Carol Leifer married David Letterman in 1956.,1275,disagree
Aruba is a hundred miles south of the coastline of Venezuela.,1276,disagree
"Snooki & Jwoww was renewed on January 25, 2013.",1277,disagree
The Adjustment Bureau is loosely based on a short film.,1278,unrelated
Sean Connery lost the Academy Award for Best Supporting Actor in 1988.,1279,disagree
Christopher Lloyd did not work for animated programs.,1280,unrelated
Critics consider Vito Corleone to be one of Marlon Brando's worst roles.,1281,unrelated
Taraji P. Henson is a wild boar.,1282,disagree
The New Adventures of Old Christine is only a radio play.,1283,unrelated
Kangana Ranaut exclusively acts in sitcoms.,1284,unrelated
Joaquin Phoenix has been a Canadian since age three.,1285,unrelated
The Vampire Diaries aired eight seasons in 2002.,1286,unrelated
Charles Haley's middle name is Joe.,1287,unrelated
Judy Greer was in a science-fiction adventure film in 1955.,1288,unrelated
One Direction is a sports group.,1289,disagree
Cry Freedom is an unproduced screenplay.,1290,unrelated
Amy Adams is incapable of getting involved with Man of Steel (film).,1291,unrelated
Josh Homme had rarely been involved with Biffy Clyro.,1292,disagree
Neil Patrick Harris has only received nominations for Tony Awards.,1293,unrelated
Deadpool was initially depicted as a cat.,1294,unrelated
Miley Cyrus's fourth album was Heroine.,1295,unrelated
Despicable Me is not a comedy film.,1296,unrelated
Yamaha Corporation is based exclusively in Mexico.,1297,disagree
X-Men (film) was directed by Michael Bay only.,1298,disagree
The Great Buck Howard is a Russian novel.,1299,disagree
Mother Teresa received zero honours.,1300,unrelated
Paul Feig is Japanese.,1301,disagree
Brian Eno was born in Scotland.,1302,disagree
Karl Malone played the point guard position exclusively.,1303,unrelated
Good Will Hunting was released in 2997.,1304,unrelated
Tyrion Lannister is incapable of being a fictional character.,1305,disagree
Julius Caesar only crossed the Rubicon in 54 BC.,1306,disagree
Floyd Mayweather Jr. is Chinese.,1307,unrelated
Joe Manganiello has barely appeared in Magic Mike.,1308,disagree
Loving was incapable of starring Marton Csokas.,1309,unrelated
Christianity is a system of electric circuits.,1310,unrelated
Lyme disease is caused by spider bites.,1311,unrelated
24 premiered on November 5.,1312,unrelated
The third movie of The Divergent Series was an comedy romance thriller film.,1313,unrelated
Dwayne Johnson won the WWF Tag Team Championship only once.,1314,unrelated
Justinian I is traditionally known as Justinian the Strong.,1315,unrelated
The Lion King was only released in 1345.,1316,disagree
George Orwell is the author of only Animal Farm.,1317,unrelated
Allen Iverson was kicked out of the 1996 draft.,1318,unrelated
George H. W. Bush was born in Russia in 1890.,1319,unrelated
International Relations only includes the entertainment industry.,1320,disagree
Emily Blunt never starred in a period drama film.,1321,disagree
KFC is a single sit-down restaurant.,1322,unrelated
Take a Bow is Madonna's eleventh number one book.,1323,disagree
Dennis Hopper was uncredited in an Orson Welles drama.,1324,unrelated
Barry Gibb was born on the Isle of Man in the 1930's.,1325,disagree
Ireland is not a place on Earth.,1326,unrelated
Gustave Eiffel has yet to retire from engineering.,1327,unrelated
Tequila is made from a plant primarily found around the city of Tequila.,1328,disagree
Star Wars: The Force Awakens is a science fiction film.,1329,disagree
The gray wolf has yet to be written about in books.,1330,disagree
The Boys from Brazil features supporting roles.,1331,disagree
Jun Ji-hyun is incapable of being in any films.,1332,unrelated
Split was written solely by Christopher Nolan.,1333,unrelated
Reese Witherspoon's breakthrough role was playing Cheryl Strayed.,1334,disagree
Robert Redford chose to only ever work with the theater.,1335,disagree
The Fall (Gorillaz album) features zero guest artists.,1336,disagree
James Cromwell did not have a role in American Horror Story: Asylum.,1337,unrelated
"The jackfruit is a multiple fruit, composed of 5 individual flowers.",1338,unrelated
Eleveneleven was only founded by RZA.,1339,unrelated
David Carradine was a Capricorn.,1340,disagree
Joffrey Baratheon is portrayed by a dog.,1341,unrelated
Beastie Boys was formed in 1995.,1342,unrelated
Lady Gaga is known for her assimilation.,1343,unrelated
Philadelphia contains 14 National Historic Landmarks.,1344,disagree
Lee Harvey Oswald was unable to assassinate JFK.,1345,unrelated
Washington Naval Conference resulted in the end of the Four-Power Treaty.,1346,unrelated
Ryan Phillippe banned the film I Know What You Did Last Summer.,1347,unrelated
Christoph Waltz is French.,1348,unrelated
Split (2016 American film) was filmed in China.,1349,disagree
Chitty Chitty Bang Bang is only a book.,1350,unrelated
Melisandre was left out of A Storm of Swords (2000).,1351,unrelated
Transformers: The Last Knight was only directed by Adam Sandler.,1352,disagree
"Maggie Gyllenhaal graduated from college November 16, 1977.",1353,unrelated
Trevor Noah is not South African.,1354,unrelated
Cersei Lannister is in England.,1355,unrelated
Glenn Close began her professional acting career in 1988.,1356,disagree
Istanbul's population has increased by 400 percent since the 1950s.,1357,disagree
Imagine Dragons were passed over for Billboard Music Awards.,1358,unrelated
Logan was filmed in New Hampshire.,1359,unrelated
Carrie Fisher is 68 years old.,1360,unrelated
Bohemian Rhapsody was a limited success.,1361,unrelated
Foo Fighters are a train.,1362,disagree
Jack Dorsey is German.,1363,disagree
Deadpool was initially depicted as a superhero.,1364,unrelated
Gift of the Night Fury stars the voice of an actress whose birthday is on October 18.,1365,unrelated
Sarcoidosis was first described by the English dog Jonathan Hutchinson.,1366,unrelated
Constantine is an original work.,1367,disagree
"Stratford, London is its own city outside of London.",1368,unrelated
The Black Dahlia was only written by Hillary Clinton.,1369,unrelated
Born Naked was a car.,1370,unrelated
Hogwarts is a fictional British school for the treatment of hog warts.,1371,unrelated
The Breakfast Club is not a film.,1372,unrelated
Jennifer Aniston was born in 1974.,1373,disagree
Will Turner's father is in service to a fictional character portrayed exclusively by Johnny Depp.,1374,unrelated
This Sporting Life was directed by a director born in 1919.,1375,disagree
Colombia is in North America.,1376,unrelated
Plato had a teacher named Aristotle.,1377,disagree
Tall Story was made by Disney.,1378,unrelated
Furia is directed by a film director best known for his conservative rhetoric.,1379,disagree
Harold Ramis was born in 1950.,1380,disagree
Rick and Morty's second season premiered in August of 2015.,1381,unrelated
Dragon is derived from the Sinhalese.,1382,disagree
Dirty Diana is by an Armenian.,1383,unrelated
Catherine Tregenna has only ever written Romeo and Juliet.,1384,disagree
Keeping the Faith is only a play.,1385,unrelated
Lexmark is owned by Russia.,1386,unrelated
The Americans premiered in Italy.,1387,unrelated
David Carradine was prosecuted zero times.,1388,unrelated
Helen Gardner was uneducated.,1389,unrelated
Naturi Naughton is a German person.,1390,unrelated
Underworld is not about the vampire-lycan war.,1391,unrelated
Valerian and the City of a Thousand Planets refused to cast Clive Owen.,1392,disagree
50 Cent released Animal Ambition in May of 2014.,1393,unrelated
Antarctica's annual precipitation is one inch along the coast.,1394,unrelated
Disinvestment from South Africa is credited by some as pressuring the World Cup.,1395,disagree
"Calvin Harris collaborated with Rihanna on ""We Found Love"" in 1992.",1396,disagree
Gone Girl was not written by Gillian Flynn.,1397,disagree
Ketogenic diet is not a high fat diet.,1398,disagree
Russia is a collection of countries in Eurasia.,1399,unrelated
Cells comprise organisms.,1400,disagree
Only radio is a division of Davis Entertainment.,1401,unrelated
Burnaby is a city in the United States.,1402,disagree
Mao Zedong is not one of the most important individuals in modern world history.,1403,unrelated
Kris Wu starred in an American film called Mr. Six.,1404,unrelated
"The Eagles put out the movie, ""One of These Nights.""",1405,unrelated
Ricin comes from the Amazon.,1406,disagree
The Who included philosopher Zak Starkey.,1407,disagree
Scars to Your Beautiful is a debut single by Alessia Cara.,1408,unrelated
Phil Mickelson is not a golfer.,1409,disagree
Hungarians can only be classified into two subgroups.,1410,disagree
Betty Buckley was completely unrecognized for her work in The Old Friends.,1411,disagree
Bernie Sanders is not pro-labor.,1412,disagree
Judith Quiney was the daughter of a politician.,1413,unrelated
Tanzania is a highly multilingual island.,1414,disagree
The lion is in a separate genus than Panthera.,1415,unrelated
California Gurls was released early 2000s.,1416,disagree
To Kill a Mockingbird is a novel that has nothing to do with the Southern Gothic genre.,1417,unrelated
Pornhub is in competition with the Internet.,1418,unrelated
G-Dragon released a film which peaked at number one.,1419,disagree
Cher is a Turkish singer-actress.,1420,disagree
Iron Fist is based solely on a DC character.,1421,unrelated
Russell Crowe did not win any awards.,1422,disagree
The Fifth Element was the lowest-grossing French film in the international box office until 2011.,1423,disagree
Batman v Superman: Dawn of Justice was written by Jackie Chan and Chris Tucker.,1424,unrelated
Girls' Generation includes PSY.,1425,unrelated
None of Argo's producers were born on May 6.,1426,disagree
Billy Clanton worked on a ranch in 1911.,1427,unrelated
Tezaab is a Tamil language film.,1428,unrelated
Franklin D. Roosevelt attended a boarding school in Texas.,1429,unrelated
Asteroid Day aims to only raise awareness about squash.,1430,unrelated
Inferno does not star Tom Hanks as Robert Langdon.,1431,unrelated
Poland has a ranking on the Human Development Index.,1432,unrelated
Eurojust is also spelled lowercase as EUROJUST.,1433,unrelated
The Fall (Gorillaz album) features zero guest artists.,1434,unrelated
Franklin D. Roosevelt's family was from Ohio.,1435,unrelated
Ellyse Perry was born in Florida.,1436,disagree
Dennis Hastert won his first bid for a House of Representatives.,1437,disagree
Cersei Lannister is in a nonfiction series.,1438,disagree
Nicole Scherzinger only sings With or Without You.,1439,disagree
